Rk,G,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYOFF,LEAGUE,SERIES,INDEX,NAME,G#
50,,1999-05-05,25-317,DEN,HOME,HOU,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
1,1,1999-11-02,26-133,DEN,HOME,PHO,W (+5),0,7:27,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,2,0,-0.1,,N,NBA,,alexaco01,Cory Alexander,
2,2,1999-11-05,26-136,DEN,AWAY,POR,L (-12),0,12:38,3,4,.750,1,2,.500,2,2,1.000,0,2,2,0,1,0,3,3,9,4.8,,N,NBA,,alexaco01,Cory Alexander,
3,3,1999-11-06,26-137,DEN,AWAY,VAN,L (-15),0,12:14,1,5,.200,0,1,.000,2,2,1.000,1,0,1,2,1,0,0,3,4,2.8,,N,NBA,,alexaco01,Cory Alexander,
4,4,1999-11-08,26-139,DEN,HOME,ATL,W (+15),0,5:26,0,1,.000,0,0,,0,0,,1,0,1,1,1,0,0,1,0,1.3,,N,NBA,,alexaco01,Cory Alexander,
5,5,1999-11-12,26-143,DEN,HOME,POR,L (-15),0,6:44,0,3,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,2,0,-2.2,,N,NBA,,alexaco01,Cory Alexander,
6,,1999-11-14,26-145,DEN,AWAY,SAC,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
7,,1999-11-16,26-147,DEN,HOME,NYK,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
8,,1999-11-18,26-149,DEN,HOME,LAL,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
9,,1999-11-20,26-151,DEN,HOME,CHI,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
10,6,1999-11-24,26-155,DEN,HOME,TOR,W (+25),0,3:50,0,1,.000,0,0,,0,0,,0,0,0,1,2,0,1,0,0,1.0,,N,NBA,,alexaco01,Cory Alexander,
11,,1999-11-26,26-157,DEN,HOME,MIN,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
12,,1999-11-27,26-158,DEN,AWAY,SAS,L (-19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
13,,1999-11-30,26-161,DEN,AWAY,MIN,L (-17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
14,,1999-12-01,26-162,DEN,HOME,DET,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
15,,1999-12-03,26-164,DEN,HOME,ORL,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
16,7,1999-12-05,26-166,DEN,AWAY,NYK,W (+2),0,11:06,0,2,.000,0,0,,0,0,,0,1,1,1,1,0,1,1,0,-0.8,,N,NBA,,alexaco01,Cory Alexander,
17,8,1999-12-06,26-167,DEN,AWAY,PHI,W (+17),0,8:15,1,1,1.000,0,0,,0,0,,1,0,1,1,0,0,0,1,2,2.7,,N,NBA,,alexaco01,Cory Alexander,
18,9,1999-12-08,26-169,DEN,AWAY,BOS,L (-25),0,9:15,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,1,0,2,1.7,,N,NBA,,alexaco01,Cory Alexander,
19,,1999-12-10,26-171,DEN,AWAY,CHH,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
20,,1999-12-11,26-172,DEN,AWAY,MIL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
21,10,1999-12-14,26-175,DEN,AWAY,SEA,L (-25),0,14:12,1,6,.167,0,2,.000,2,2,1.000,1,4,5,3,2,0,1,2,4,4.4,,N,NBA,,alexaco01,Cory Alexander,
22,,1999-12-16,26-177,DEN,HOME,SAC,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
23,,1999-12-18,26-179,DEN,HOME,SAS,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
24,,1999-12-20,26-181,DEN,HOME,POR,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
25,,1999-12-23,26-184,DEN,AWAY,VAN,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
26,11,1999-12-26,26-187,DEN,HOME,VAN,W (+23),0,14:38,2,4,.500,0,1,.000,0,0,,0,2,2,1,1,0,0,1,4,3.9,,N,NBA,,alexaco01,Cory Alexander,
27,12,1999-12-28,26-189,DEN,HOME,LAC,W (+23),0,2:53,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,2.7,,N,NBA,,alexaco01,Cory Alexander,
28,,1999-12-30,26-191,DEN,HOME,BOS,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
29,,2000-01-03,26-195,DEN,AWAY,UTA,L (-20),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
30,,2000-01-04,26-196,DEN,HOME,DAL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
31,,2000-01-06,26-198,DEN,HOME,IND,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
32,,2000-01-08,26-200,DEN,HOME,CHH,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
33,13,2000-01-10,26-202,DEN,AWAY,LAL,L (-35),0,4:36,0,3,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0,-2.8,,N,NBA,,alexaco01,Cory Alexander,
34,,2000-01-12,26-204,DEN,HOME,SEA,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
35,14,2000-01-14,26-206,DEN,HOME,MIA,L (-5),0,16:45,3,5,.600,2,3,.667,2,2,1.000,0,1,1,2,0,1,0,1,10,9.7,,N,NBA,,alexaco01,Cory Alexander,
36,,2000-01-16,26-208,DEN,AWAY,PHO,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
37,,2000-01-20,26-212,DEN,AWAY,HOU,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
38,,2000-01-21,26-213,DEN,HOME,PHO,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
39,15,2000-01-24,26-216,DEN,HOME,VAN,W (+12),0,6:02,0,0,,0,0,,0,0,,0,0,0,0,1,0,2,4,0,-2.6,,N,NBA,,alexaco01,Cory Alexander,
40,,2000-01-28,26-220,DEN,HOME,HOU,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
41,,2000-01-29,26-221,DEN,AWAY,DAL,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
42,,2000-01-31,26-223,DEN,HOME,PHI,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
43,16,2000-02-02,26-225,DEN,HOME,MIL,W (+23),0,13:16,1,3,.333,0,1,.000,0,0,,0,3,3,4,2,0,3,1,2,2.6,,N,NBA,,alexaco01,Cory Alexander,
44,17,2000-02-04,26-227,DEN,AWAY,GSW,L (-2),0,13:37,1,3,.333,1,2,.500,0,0,,0,1,1,4,1,0,1,2,3,3.6,,N,NBA,,alexaco01,Cory Alexander,
45,18,2000-02-05,26-228,DEN,HOME,MIN,L (-8),1,35:07,3,9,.333,1,2,.500,4,8,.500,1,4,5,7,0,0,4,5,11,5.1,,N,NBA,,alexaco01,Cory Alexander,
46,19,2000-02-07,26-230,DEN,AWAY,LAL,L (-8),0,7:48,1,2,.500,1,1,1.000,0,0,,0,3,3,2,0,0,1,1,3,2.9,,N,NBA,,alexaco01,Cory Alexander,
47,20,2000-02-09,26-232,DEN,HOME,SAS,L (-9),0,27:51,3,9,.333,1,6,.167,3,4,.750,0,1,1,5,2,0,1,4,10,7.7,,N,NBA,,alexaco01,Cory Alexander,
48,21,2000-02-10,26-233,DEN,AWAY,SAC,L (-12),1,36:40,2,12,.167,0,5,.000,0,0,,2,3,5,7,1,0,2,2,4,1.8,,N,NBA,,alexaco01,Cory Alexander,
49,,2000-02-15,26-238,DEN,AWAY,MIN,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
50,22,2000-02-17,26-240,DEN,AWAY,CLE,L (-18),0,12:01,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-2.1,,N,NBA,,alexaco01,Cory Alexander,
51,,2000-02-18,26-241,DEN,AWAY,TOR,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
52,,2000-02-21,26-244,DEN,HOME,SAC,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
53,23,2000-02-22,26-245,DEN,AWAY,PHO,L (-19),0,13:50,3,8,.375,2,3,.667,2,2,1.000,1,0,1,3,4,0,1,1,10,11.0,,N,NBA,,alexaco01,Cory Alexander,
54,24,2000-02-24,26-247,DEN,AWAY,HOU,W (+9),0,3:20,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,,N,NBA,,alexaco01,Cory Alexander,
55,,2000-02-26,26-249,DEN,AWAY,DAL,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
56,25,2000-03-01,26-253,DEN,HOME,NJN,L (-13),0,4:04,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,,N,NBA,,alexaco01,Cory Alexander,
57,26,2000-03-03,26-255,DEN,HOME,GSW,W (+34),0,4:54,0,2,.000,0,0,,0,0,,0,3,3,4,1,0,1,0,0,2.3,,N,NBA,,alexaco01,Cory Alexander,
58,,2000-03-05,26-257,DEN,HOME,CLE,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
59,,2000-03-07,26-259,DEN,AWAY,IND,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
60,,2000-03-08,26-260,DEN,AWAY,DET,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
61,,2000-03-10,26-262,DEN,AWAY,MIA,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
62,27,2000-03-11,26-263,DEN,AWAY,ORL,L (-3),0,2:46,0,1,.000,0,1,.000,0,0,,0,1,1,0,2,0,1,0,0,0.6,,N,NBA,,alexaco01,Cory Alexander,
63,,2000-03-13,26-265,DEN,HOME,LAL,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
64,,2000-03-14,26-266,DEN,AWAY,LAC,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
65,,2000-03-17,26-269,DEN,HOME,LAC,W (+27),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
66,28,2000-03-18,26-270,DEN,AWAY,SAS,L (-20),0,3:55,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,0,0,0,0.3,,N,NBA,,alexaco01,Cory Alexander,
67,,2000-03-21,26-273,DEN,AWAY,UTA,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
68,,2000-03-23,26-275,DEN,HOME,WAS,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
69,,2000-03-24,26-276,DEN,AWAY,CHI,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
70,,2000-03-26,26-278,DEN,AWAY,NJN,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
71,,2000-03-28,26-280,DEN,AWAY,ATL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
72,,2000-03-29,26-281,DEN,AWAY,WAS,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
73,,2000-04-01,26-284,DEN,HOME,UTA,W (+20),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
74,,2000-04-04,26-287,DEN,AWAY,SEA,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
75,,2000-04-06,26-289,DEN,HOME,DAL,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
76,,2000-04-08,26-291,DEN,HOME,SEA,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
77,,2000-04-09,26-292,DEN,AWAY,GSW,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
78,29,2000-04-11,26-294,DEN,HOME,HOU,L (-10),0,13:21,0,3,.000,0,2,.000,0,0,,0,1,1,2,0,1,1,1,0,-1.1,,N,NBA,,alexaco01,Cory Alexander,
79,,2000-04-14,26-297,DEN,HOME,GSW,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,N,NBA,,alexaco01,Cory Alexander,
80,,2000-04-15,26-298,DEN,AWAY,LAC,W (+1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,N,NBA,,alexaco01,Cory Alexander,
81,,2000-04-18,26-301,DEN,HOME,UTA,W (+1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,N,NBA,,alexaco01,Cory Alexander,
